Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
0,1,-0.4118054879844123,0,0,0.9457144205600544,1.0,0.0,0.0
0,3,-0.10457866558193422,0,2,-0.34126057402963506,0.0,0.0,0.0
1,3,-0.5654188991856514,0,0,-0.49210144397164657,0.0,0.0,1.0
1,3,-0.4118054879844123,1,0,-0.32910202475951533,0.0,0.0,1.0
0,3,-0.79583901598751,0,0,-0.512224829059564,1.0,1.0,0.0
0,2,-0.8726457215881294,0,0,-0.4166387498919562,1.0,0.0,1.0
0,2,-0.79583901598751,1,1,0.0914767235779591,1.0,0.0,1.0
1,3,-0.18138537118255374,0,0,-0.49117979293462,1.0,0.0,1.0
0,3,-1.563906071993705,2,2,0.043683683994155176,0.0,0.0,1.0
0,2,0.5482783320233316,0,2,-0.12484966611715337,1.0,0.0,1.0
0,2,0.970715212826739,0,0,-0.38645367226008004,1.0,0.0,1.0
0,2,1.6619755632323148,0,0,-0.39601228017684087,1.0,0.0,1.0
1,1,-0.5654188991856514,1,0,0.6921597684522944,0.0,0.0,1.0
0,3,2.0076057384351027,0,0,-0.48606442844527137,1.0,0.0,1.0
0,3,0.8555051544258098,0,2,-0.35626859462820387,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.5009054249476105,1.0,0.0,1.0
0,1,1.6619755632323148,0,1,0.5870995995852952,1.0,0.0,0.0
1,3,-1.0262591327893684,0,0,-0.4924375045026148,0.0,1.0,0.0
0,3,0.04903474561930482,0,0,-0.48606442844527137,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.4737388550789219,1.0,0.0,1.0
0,3,-0.10457866558193422,8,2,0.751523754461651,1.0,0.0,1.0
0,3,1.1243286240279782,0,1,-0.32407117848753597,1.0,0.0,1.0
1,2,0.8171018016255001,0,0,-0.33111436326830707,0.0,0.0,1.0
0,3,-0.25819207678317324,0,0,-0.4915983593444487,1.0,0.0,1.0
0,3,-0.9494524271887489,0,0,-0.4737388550789219,1.0,0.0,1.0
0,3,-2.1783597167986612,4,1,0.15058916727371655,1.0,0.0,1.0
1,3,-1.563906071993705,0,2,-0.23502519947350137,1.0,0.0,1.0
1,1,-0.10457866558193422,0,1,0.4587285014324523,0.0,0.0,1.0
0,3,1.2011353296285976,1,4,-0.08661523445011025,0.0,0.0,1.0
0,1,-0.10457866558193422,0,0,-0.12635891999874715,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,0.48882906084695926,1.0,0.0,1.0
0,1,2.43004261923851,0,0,0.026075722042227415,1.0,0.0,1.0
0,3,-1.9479395999968028,4,1,-0.061964087717411374,1.0,1.0,0.0
1,3,-2.1783597167986612,1,1,-0.42401799520369554,0.0,0.0,1.0
0,3,-0.6422256047862709,0,0,-0.48857985158126105,1.0,0.0,1.0
0,1,2.0460090912354123,0,0,-0.03035427442131069,1.0,0.0,0.0
0,3,-0.8726457215881294,1,1,-0.4900045872454856,1.0,0.0,1.0
0,3,-0.10457866558193422,3,1,-0.13558146738453974,1.0,0.0,1.0
0,1,1.5851688576316951,0,0,-0.07026498406617734,0.0,0.0,0.0
0,2,0.04903474561930482,0,0,-0.38645367226008004,1.0,0.0,1.0
0,3,0.5098749792230219,0,0,-0.6480576784030068,1.0,0.0,1.0
0,3,-0.10457866558193422,8,2,0.751523754461651,0.0,0.0,1.0
0,2,-0.10457866558193422,0,0,-0.3452007328298493,1.0,0.0,0.0
0,3,-1.563906071993705,4,2,-0.016434928955998185,1.0,0.0,1.0
1,2,-2.1783597167986612,2,1,0.13675434002577333,1.0,0.0,1.0
1,3,-1.9479395999968028,0,2,-0.2048401218416252,0.0,0.0,1.0
0,1,-0.10457866558193422,0,0,0.35811157599286514,1.0,0.0,1.0
1,3,-0.10457866558193422,1,0,-0.3361452095402864,0.0,1.0,0.0
1,1,1.2011353296285976,0,0,-0.11378180431879875,1.0,0.0,1.0
0,3,0.8171018016255001,1,1,-0.3361452095402864,1.0,1.0,0.0
0,3,0.5098749792230219,0,0,-0.4891674544258282,1.0,0.0,1.0
1,2,0.20264815682054385,0,0,-0.38645367226008004,0.0,0.0,1.0
0,2,-0.79583901598751,0,0,-0.38645367226008004,1.0,0.0,1.0
1,3,-0.79583901598751,1,0,-0.4900045872454856,0.0,0.0,1.0
1,2,-2.0247463055974224,1,1,-0.12484966611715337,1.0,0.0,1.0
1,1,1.1243286240279782,0,0,-0.09022134505786503,0.0,0.0,0.0
1,1,2.1996225024366516,0,0,2.300436803386727,0.0,0.0,0.0
0,3,-0.10457866558193422,0,0,-0.49210144397164657,1.0,1.0,0.0
0,3,0.970715212826739,0,1,-0.478936725447131,1.0,0.0,1.0
1,3,-0.10457866558193422,0,0,-0.49210144397164657,0.0,1.0,0.0
0,2,-0.4118054879844123,0,0,-0.38645367226008004,0.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.4568855200677911,1.0,0.0,1.0
0,3,-0.10457866558193422,8,2,0.751523754461651,1.0,0.0,1.0
0,3,0.3562615680217829,0,0,-0.5173401935489127,1.0,0.0,1.0
0,3,1.2395386824289074,0,0,-0.5026662211428032,1.0,0.0,0.0
1,3,-0.8726457215881294,0,0,-0.48606442844527137,1.0,0.0,1.0
0,3,-2.1015530111980416,0,1,-0.43751676192067057,0.0,0.0,1.0
0,3,0.20264815682054385,1,0,-0.32910202475951533,1.0,0.0,1.0
1,3,-0.25819207678317324,0,0,-0.26998958106375787,1.0,0.0,0.0
1,3,-1.0262591327893684,0,0,-0.49210144397164657,0.0,1.0,0.0
1,1,0.8171018016255001,0,0,-0.024232740677566176,1.0,0.0,0.0
0,3,-0.4118054879844123,0,0,-0.5061878135331888,1.0,0.0,1.0
1,2,0.4330682736224024,0,0,-0.22546659155674054,0.0,0.0,1.0
0,3,-0.5654188991856514,0,0,-0.5021631365156053,1.0,0.0,1.0
0,2,0.04903474561930482,0,0,-0.38645367226008004,1.0,0.0,1.0
0,3,-0.10457866558193422,1,0,-0.49210144397164657,1.0,1.0,0.0
1,1,0.12584145121992435,1,0,1.6314187674308411,0.0,0.0,0.0
1,3,-0.18138537118255374,0,0,-0.48857985158126105,0.0,0.0,1.0
0,2,0.970715212826739,1,0,-0.10472628102923592,1.0,0.0,1.0
1,1,0.20264815682054385,0,0,0.8871895797088641,0.0,0.0,0.0
0,2,0.04903474561930482,0,0,-0.43676213497987365,1.0,0.0,1.0
1,3,-1.0262591327893684,0,0,-0.48606442844527137,1.0,0.0,1.0
0,2,-0.18138537118255374,0,0,-0.38645367226008004,1.0,0.0,1.0
0,3,1.6619755632323148,0,0,-0.48606442844527137,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.4891674544258282,1.0,0.0,1.0
1,1,0.663488390424261,1,0,1.1630469795095626,1.0,0.0,1.0
0,3,-0.5654188991856514,0,0,-0.45990402783097867,1.0,0.0,1.0
1,2,-0.79583901598751,0,0,-0.43676213497987365,1.0,0.0,1.0
0,3,-0.6806289575865806,0,0,-0.5021631365156053,1.0,0.0,1.0
0,2,-0.8726457215881294,0,0,-0.38645367226008004,1.0,0.0,1.0
0,3,-0.10457866558193422,3,1,-0.13558146738453974,0.0,0.0,1.0
1,1,0.4330682736224024,1,0,1.0317418918109011,0.0,0.0,1.0
0,3,-0.027771959981314702,0,0,-0.4915983593444487,1.0,0.0,1.0
0,2,2.276429208037271,0,0,-0.3763919797161213,1.0,0.0,1.0
1,3,-1.8711328943961831,4,2,-0.016434928955998185,0.0,0.0,1.0
0,2,-0.4118054879844123,0,0,-0.43676213497987365,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.4961261209892301,0.0,0.0,1.0
0,2,1.1243286240279782,1,0,-0.12484966611715337,1.0,0.0,1.0
1,2,-1.6407127775943247,0,2,-0.11981881984517401,0.0,0.0,1.0
0,2,-0.79583901598751,0,0,-0.43676213497987365,1.0,0.0,1.0
0,2,0.27945486242116335,0,0,-0.40104312644882023,1.0,0.0,1.0
0,3,-0.10457866558193422,1,0,-0.3571902456652305,0.0,0.0,0.0
1,3,-0.10457866558193422,1,0,-0.3361452095402864,0.0,1.0,0.0
0,2,-0.027771959981314702,0,0,-0.43676213497987365,1.0,0.0,1.0
0,3,-0.5654188991856514,0,0,-0.504678559651595,1.0,0.0,1.0
0,3,0.04903474561930482,0,0,-0.5026662211428032,1.0,0.0,0.0
0,1,1.1243286240279782,2,0,1.1630469795095626,1.0,1.0,0.0
0,3,-0.33499878238379277,0,0,-0.4915983593444487,0.0,0.0,1.0
1,2,-0.4118054879844123,0,2,-0.35626859462820387,0.0,0.0,1.0
1,1,0.5866816848236415,1,1,0.40951072618442386,1.0,0.0,1.0
0,2,1.8923956800341732,1,0,-0.12484966611715337,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.5021631365156053,1.0,0.0,1.0
0,3,-0.027771959981314702,1,1,-0.43751676192067057,0.0,0.0,1.0
0,1,2.5068493248391293,0,0,-0.11378180431879875,1.0,0.0,1.0
0,3,0.04903474561930482,1,0,-0.32407117848753597,1.0,0.0,1.0
0,3,0.8939085072261196,0,2,-0.24131375731347557,0.0,0.0,1.0
1,3,-0.027771959981314702,0,2,-0.34126057402963506,0.0,0.0,0.0
1,1,-0.10457866558193422,0,0,0.9457144205600544,0.0,0.0,0.0
1,1,0.04903474561930482,0,0,1.0926151317018515,0.0,0.0,1.0
1,1,0.4330682736224024,0,0,9.661740104981664,0.0,0.0,0.0
1,2,1.5851688576316951,0,1,-0.12484966611715337,0.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.49210144397164657,1.0,1.0,0.0
1,3,-2.0247463055974224,4,2,-0.016434928955998185,1.0,0.0,1.0
0,1,1.7387822688329342,1,1,0.9547699438496172,1.0,0.0,1.0
0,1,0.8171018016255001,0,0,-0.6480576784030068,1.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.49210144397164657,0.0,1.0,0.0
0,2,0.5098749792230219,0,0,-0.43676213497987365,1.0,0.0,1.0
0,3,-1.0262591327893684,4,1,0.15058916727371655,1.0,0.0,1.0
1,3,-0.33499878238379277,1,0,-0.4915983593444487,1.0,0.0,1.0
1,1,2.1996225024366516,0,1,2.440127305651523,0.0,0.0,1.0
1,1,0.4330682736224024,0,0,2.081343448242025,0.0,0.0,1.0
0,1,-0.10457866558193422,0,0,-0.024232740677566176,1.0,0.0,1.0
1,3,-0.33499878238379277,0,0,-0.6480576784030068,1.0,0.0,1.0
1,2,0.8939085072261196,0,1,-0.2556516691886167,0.0,0.0,1.0
0,1,0.5866816848236415,0,1,-0.05039314129185886,1.0,0.0,0.0
1,3,-0.10457866558193422,0,0,-0.49210144397164657,0.0,1.0,0.0
1,1,2.583656030439749,1,0,0.9207272132963871,0.0,0.0,1.0
0,3,1.2011353296285976,0,0,-0.49210144397164657,0.0,0.0,1.0
0,2,-0.10457866558193422,0,0,-0.6480576784030068,1.0,0.0,1.0
0,3,-1.717519483194944,4,1,-0.061964087717411374,1.0,1.0,0.0
1,3,0.4330682736224024,1,1,-0.24055913037267862,0.0,0.0,1.0
0,3,2.737269441640988,0,0,-0.49210144397164657,1.0,1.0,0.0
0,3,-0.10457866558193422,0,0,-0.4900045872454856,1.0,0.0,1.0
0,3,-1.0262591327893684,0,0,-0.4568855200677911,1.0,0.0,1.0
1,3,-0.79583901598751,0,0,-0.48606442844527137,1.0,0.0,1.0
0,1,-0.10457866558193422,0,0,-0.12484966611715337,1.0,0.0,1.0
0,3,0.27945486242116335,0,0,-0.4737388550789219,1.0,0.0,0.0
1,3,0.04903474561930482,0,0,-0.4568855200677911,1.0,0.0,1.0
0,3,-0.5654188991856514,0,0,-0.4891674544258282,1.0,0.0,1.0
1,2,0.970715212826739,0,0,-0.38645367226008004,1.0,0.0,1.0
1,3,-0.5654188991856514,0,0,-0.49210144397164657,0.0,1.0,0.0
1,1,-0.25819207678317324,0,0,0.938671235779283,0.0,0.0,1.0
1,1,-0.79583901598751,1,0,1.1847641366964432,0.0,0.0,0.0
0,2,0.5098749792230219,0,0,-0.3889690953960697,1.0,0.0,0.0
0,3,-0.4118054879844123,0,0,-0.4699657203749374,0.0,0.0,1.0
0,3,-0.4118054879844123,0,0,-0.4891674544258282,1.0,0.0,1.0
0,1,-0.10457866558193422,0,0,-0.09022134505786503,1.0,0.0,0.0
0,3,-0.45020884078472206,0,0,-0.502581702925434,1.0,0.0,0.0
0,1,-2.1015530111980416,1,2,2.401641331670881,0.0,0.0,1.0
1,1,-0.10457866558193422,0,0,-0.034294433221524895,1.0,0.0,1.0
1,1,1.5851688576316951,0,1,4.332898697266388,0.0,0.0,0.0
1,3,-0.10457866558193422,0,0,-0.49210144397164657,0.0,1.0,0.0
1,3,-0.10457866558193422,2,0,-0.1801889751089263,1.0,1.0,0.0
0,3,-0.79583901598751,0,0,-0.6480576784030068,1.0,0.0,1.0
1,2,-0.10457866558193422,0,0,-0.39953387256722633,0.0,1.0,0.0
0,3,-0.10457866558193422,0,0,-0.48606442844527137,1.0,0.0,1.0
1,1,-2.1845042532467107,1,2,2.401641331670881,1.0,0.0,1.0
1,1,-0.10457866558193422,0,0,1.583289667316069,0.0,0.0,0.0
1,1,-0.9494524271887489,1,0,1.5433789576712023,0.0,0.0,0.0
0,2,0.04903474561930482,1,0,-0.16509643629298823,1.0,0.0,0.0
1,1,0.04903474561930482,0,0,0.4975505359440627,0.0,0.0,0.0
1,1,-0.4118054879844123,0,0,1.0253688157535579,0.0,0.0,0.0
1,1,-0.8726457215881294,2,2,4.631815484039331,0.0,0.0,0.0
0,2,-0.25819207678317324,1,1,-0.12484966611715337,0.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.4891674544258282,1.0,0.0,1.0
0,2,1.0475219184273585,1,1,-0.11981881984517401,1.0,0.0,1.0
1,3,-0.25819207678317324,0,0,-0.4900045872454856,0.0,0.0,1.0
1,2,-0.4118054879844123,1,0,-0.12484966611715337,0.0,0.0,1.0
0,2,1.8923956800341732,0,0,-0.3663302871721626,1.0,0.0,1.0
1,1,0.12584145121992435,0,2,2.669618413871151,0.0,0.0,1.0
1,1,0.8171018016255001,1,1,2.0585376159218884,0.0,0.0,0.0
0,3,-0.5654188991856514,0,0,-0.5021631365156053,1.0,0.0,1.0
0,3,-0.18138537118255374,0,0,-0.4891674544258282,1.0,0.0,1.0
1,2,0.04903474561930482,0,0,-0.39953387256722633,0.0,1.0,0.0
1,2,-0.5654188991856514,1,1,-0.06447951085340105,0.0,0.0,1.0
0,3,-0.10457866558193422,8,2,0.751523754461651,1.0,0.0,1.0
1,1,0.5098749792230219,0,0,2.081343448242025,0.0,0.0,0.0
0,3,2.43004261923851,0,0,-0.5225380639171217,1.0,0.0,1.0
1,2,0.5098749792230219,0,0,-0.38645367226008004,0.0,0.0,1.0
1,3,0.12584145121992435,1,1,-0.23502519947350137,0.0,0.0,1.0
1,1,-1.0262591327893684,0,1,0.518680090286376,0.0,0.0,0.0
1,3,-0.10457866558193422,2,0,-0.1801889751089263,0.0,1.0,0.0
0,1,1.2395386824289074,0,0,-0.07454120339735977,1.0,0.0,1.0
0,1,0.663488390424261,0,1,2.440127305651523,1.0,0.0,1.0
0,3,-1.0262591327893684,2,0,-0.28583674682049287,1.0,0.0,1.0
1,1,-0.10457866558193422,1,0,2.041432738597159,0.0,0.0,1.0
0,3,-0.10457866558193422,0,0,-0.4891674544258282,1.0,0.0,1.0
0,1,-0.027771959981314702,1,0,0.6921597684522944,1.0,0.0,1.0
1,1,0.8939085072261196,0,0,2.0585376159218884,0.0,0.0,0.0
1,3,1.2011353296285976,0,0,-0.48606442844527137,1.0,0.0,1.0
0,1,1.2011353296285976,0,0,0.06632249221806229,1.0,0.0,1.0
1,2,-2.1015530111980416,1,1,-0.12484966611715337,1.0,0.0,1.0
1,1,-0.4118054879844123,3,2,4.644392599719279,0.0,0.0,1.0
0,2,-0.10457866558193422,0,0,-0.38645367226008004,1.0,0.0,1.0
0,2,-0.33499878238379277,0,0,-0.38645367226008004,1.0,0.0,1.0
0,2,0.5098749792230219,0,0,-0.38645367226008004,1.0,0.0,1.0
1,2,-0.4118054879844123,0,0,-0.38645367226008004,0.0,0.0,1.0
1,2,0.8171018016255001,0,0,-0.38645367226008004,0.0,0.0,1.0
1,3,-0.10457866558193422,1,0,-0.32407117848753597,0.0,0.0,1.0
1,3,-2.0247463055974224,1,1,-0.3280958555051195,1.0,0.0,1.0
0,3,0.970715212826739,0,0,-0.4737388550789219,1.0,0.0,1.0
0,3,-0.48861219358503183,0,0,-0.46241945096696835,1.0,0.0,1.0
0,1,-0.10457866558193422,0,0,0.05626079967410357,1.0,0.0,1.0
0,3,-1.103065838389988,1,1,-0.502581702925434,1.0,0.0,0.0
0,3,-0.33499878238379277,1,0,-0.28986142383807634,1.0,0.0,1.0
